Scenario,Year,Disease,AgeGroup,Hospitalisations Avoided,95% CL
2,2045,chronic obstructive pulmonary disease,06-17,0,0
2,2045,chronic obstructive pulmonary disease,18-64,281.535163,12.954961
2,2045,chronic obstructive pulmonary disease,65+,430.042076,17.627296
2,2045,chronic obstructive pulmonary disease,total,711.577239,21.875845
2,2045,coronary heart disease,0-5,0,0
2,2045,coronary heart disease,06-17,0,0
2,2045,coronary heart disease,18-64,7.038458,0.355598
2,2045,coronary heart disease,65+,22.727173,0.697529
2,2045,coronary heart disease,total,29.765631,0.782942
2,2045,lung cancer,0-5,0,0
2,2045,lung cancer,06-17,0.003881,0.019967
2,2045,lung cancer,18-64,3.387612,1.531208
2,2045,lung cancer,65+,10.370061,3.333752
2,2045,lung cancer,total,13.761554,3.668637
2,2045,stroke,0-5,0.002975,0.010212
2,2045,stroke,06-17,0.002575,0.026067
2,2045,stroke,18-64,1.086082,0.186378
2,2045,stroke,65+,4.042459,0.396465
2,2045,stroke,total,5.134093,0.438982
2,2045,total,total,765.268099,22.205796
2,2046,childhood asthma,0-5,0.034043,0.062123
2,2046,childhood asthma,06-17,0.945544,0.153841
2,2046,childhood asthma,18-64,4.513582,0.401422
2,2046,childhood asthma,65+,-0.427608,0.317567
2,2046,childhood asthma,total,5.065562,0.538064
2,2046,chronic obstructive pulmonary disease,0-5,0,0
2,2046,chronic obstructive pulmonary disease,06-17,0,0
2,2046,chronic obstructive pulmonary disease,18-64,285.465453,12.997596
2,2046,chronic obstructive pulmonary disease,65+,460.002199,18.168612
2,2046,chronic obstructive pulmonary disease,total,745.467653,22.339113
2,2046,coronary heart disease,0-5,0,0
2,2046,coronary heart disease,06-17,0,0
2,2046,coronary heart disease,18-64,7.247805,0.357158
2,2046,coronary heart disease,65+,24.386451,0.721558
2,2046,coronary heart disease,total,31.634255,0.805114
2,2046,lung cancer,0-5,0,0
2,2046,lung cancer,06-17,0.00799,0.019116
2,2046,lung cancer,18-64,3.570977,1.536257
2,2046,lung cancer,65+,11.733501,3.445943
2,2046,lung cancer,total,15.312468,3.772927
2,2046,stroke,0-5,-0.003955,0.010491
2,2046,stroke,06-17,0.002337,0.026451
2,2046,stroke,18-64,1.153852,0.186963
2,2046,stroke,65+,4.310587,0.41069
2,2046,stroke,total,5.462822,0.452142
2,2046,total,total,802.942758,22.680677
2,2047,childhood asthma,0-5,0.03628,0.063364
2,2047,childhood asthma,06-17,0.992137,0.156818
2,2047,childhood asthma,18-64,4.548688,0.404848
2,2047,childhood asthma,65+,-0.467117,0.326966
2,2047,childhood asthma,total,5.109988,0.547189
2,2047,chronic obstructive pulmonary disease,0-5,0,0
2,2047,chronic obstructive pulmonary disease,06-17,0,0
2,2047,chronic obstructive pulmonary disease,18-64,284.332584,13.099506
2,2047,chronic obstructive pulmonary disease,65+,481.826937,18.657687
2,2047,chronic obstructive pulmonary disease,total,766.159521,22.797069
2,2047,coronary heart disease,0-5,0,0
2,2047,coronary heart disease,06-17,0,0
2,2047,coronary heart disease,18-64,7.444229,0.361724
2,2047,coronary heart disease,65+,26.379852,0.74574
2,2047,coronary heart disease,total,33.824081,0.828838
2,2047,lung cancer,0-5,0,0
2,2047,lung cancer,06-17,0.004157,0.021359
2,2047,lung cancer,18-64,3.738769,1.550542
2,2047,lung cancer,65+,12.70363,3.562122
2,2047,lung cancer,total,16.446556,3.885017
2,2047,stroke,0-5,-0.002773,0.010687
2,2047,stroke,06-17,0.002678,0.026972
2,2047,stroke,18-64,1.152833,0.18851
2,2047,stroke,65+,4.557077,0.425209
2,2047,stroke,total,5.709813,0.466027
2,2047,total,total,827.249959,23.151744
2,2048,childhood asthma,0-5,0.021044,0.064644
2,2048,childhood asthma,06-17,1.001004,0.160119
2,2048,childhood asthma,18-64,4.594379,0.409241
2,2048,childhood asthma,65+,-0.479591,0.335541
2,2048,childhood asthma,total,5.136836,0.556671
2,2048,chronic obstructive pulmonary disease,0-5,0,0
2,2048,chronic obstructive pulmonary disease,06-17,0,0
2,2048,chronic obstructive pulmonary disease,18-64,286.730839,13.24515
2,2048,chronic obstructive pulmonary disease,65+,499.932146,19.076844
2,2048,chronic obstructive pulmonary disease,total,786.662984,23.224125
2,2048,coronary heart disease,0-5,0,0
2,2048,coronary heart disease,06-17,0,0
2,2048,coronary heart disease,18-64,7.526564,0.367599
2,2048,coronary heart disease,65+,28.439673,0.769998
2,2048,coronary heart disease,total,35.966237,0.853245
2,2048,lung cancer,0-5,0,0
2,2048,lung cancer,06-17,0.017132,0.028966
2,2048,lung cancer,18-64,3.798962,1.573448
2,2048,lung cancer,65+,14.77465,3.669395
2,2048,lung cancer,total,18.590743,3.992623
2,2048,stroke,0-5,0.00005,0.011124
2,2048,stroke,06-17,0.000137,0.027514
2,2048,stroke,18-64,1.213886,0.190969
2,2048,stroke,65+,4.927635,0.439603
2,2048,stroke,total,6.141709,0.480208
2,2048,total,total,852.498509,23.591726
2,2049,childhood asthma,0-5,-0.012134,0.065969
2,2049,childhood asthma,06-17,1.02469,0.163861
2,2049,childhood asthma,18-64,4.727418,0.413496
2,2049,childhood asthma,65+,-0.589508,0.344859
2,2049,childhood asthma,total,5.150466,0.566665
2,2049,chronic obstructive pulmonary disease,0-5,0,0
2,2049,chronic obstructive pulmonary disease,06-17,0,0
2,2049,chronic obstructive pulmonary disease,18-64,287.776811,13.352493
2,2049,chronic obstructive pulmonary disease,65+,525.124198,19.52761
2,2049,chronic obstructive pulmonary disease,total,812.901009,23.656217
2,2049,coronary heart disease,0-5,0,0
2,2049,coronary heart disease,06-17,0,0
2,2049,coronary heart disease,18-64,7.689657,0.373109
2,2049,coronary heart disease,65+,30.426773,0.794612
2,2049,coronary heart disease,total,38.116431,0.877848
2,2049,lung cancer,0-5,0,0
2,2049,lung cancer,06-17,0.008924,0.030017
2,2049,lung cancer,18-64,3.771198,1.588201
2,2049,lung cancer,65+,15.574656,3.789704
2,2049,lung cancer,total,19.354777,4.109153
2,2049,stroke,0-5,0.001859,0.011142
2,2049,stroke,06-17,-0.004786,0.028155
2,2049,stroke,18-64,1.216436,0.192781
2,2049,stroke,65+,5.298077,0.454734
2,2049,stroke,total,6.511587,0.494838
2,2049,total,total,882.034269,24.038269
2,2050,childhood asthma,0-5,-0.033202,0.067261
2,2050,childhood asthma,06-17,1.051355,0.167701
2,2050,childhood asthma,18-64,4.933026,0.416454
2,2050,childhood asthma,65+,-0.659347,0.356245
2,2050,childhood asthma,total,5.291832,0.577055
2,2050,chronic obstructive pulmonary disease,0-5,0,0
2,2050,chronic obstructive pulmonary disease,06-17,0,0
2,2050,chronic obstructive pulmonary disease,18-64,280.893993,13.298092
2,2050,chronic obstructive pulmonary disease,65+,551.131621,20.083824
2,2050,chronic obstructive pulmonary disease,total,832.025615,24.087325
2,2050,coronary heart disease,0-5,0,0
2,2050,coronary heart disease,06-17,0,0
2,2050,coronary heart disease,18-64,7.684568,0.373234
2,2050,coronary heart disease,65+,32.403769,0.822002
2,2050,coronary heart disease,total,40.088337,0.902769
2,2050,lung cancer,0-5,0,0
2,2050,lung cancer,06-17,0.004607,0.015571
2,2050,lung cancer,18-64,3.376058,1.578672
2,2050,lung cancer,65+,16.988594,3.913299
2,2050,lung cancer,total,20.369258,4.219757
2,2050,stroke,0-5,0.007744,0.011117
2,2050,stroke,06-17,-0.010536,0.028815
2,2050,stroke,18-64,1.159088,0.192289
2,2050,stroke,65+,5.598299,0.470807
2,2050,stroke,total,6.754595,0.509498
2,2050,total,total,904.529636,24.482916
3,2016,childhood asthma,0-5,0.000034,0.051742
3,2016,childhood asthma,06-17,1.161774,0.119795
3,2016,childhood asthma,18-64,-0.068991,0.289489
3,2016,childhood asthma,65+,0.052761,0.123515
3,2016,childhood asthma,total,1.145578,0.340717
3,2016,chronic obstructive pulmonary disease,0-5,0,0
3,2016,chronic obstructive pulmonary disease,06-17,0,0
3,2016,chronic obstructive pulmonary disease,18-64,103.374064,7.071437
3,2016,chronic obstructive pulmonary disease,65+,45.470628,6.71202
3,2016,chronic obstructive pulmonary disease,total,148.844693,9.749689
3,2016,coronary heart disease,0-5,0,0
3,2016,coronary heart disease,06-17,0,0
3,2016,coronary heart disease,18-64,1.586243,0.217321
3,2016,coronary heart disease,65+,2.32391,0.299093
3,2016,coronary heart disease,total,3.910153,0.369711
3,2016,lung cancer,0-5,0,0
3,2016,lung cancer,06-17,-0.001662,0.016285
3,2016,lung cancer,18-64,1.614975,0.743642
3,2016,lung cancer,65+,3.484056,1.198406
3,2016,lung cancer,total,5.09737,1.410478
3,2016,stroke,0-5,-0.000754,0.008566
3,2016,stroke,06-17,0.006026,0.020862
3,2016,stroke,18-64,0.112576,0.111171
3,2016,stroke,65+,0.473208,0.161954
3,2016,stroke,total,0.591055,0.197729
3,2016,total,total,159.588849,9.86599
3,2017,childhood asthma,0-5,0.019774,0.052279
3,2017,childhood asthma,06-17,2.314385,0.121268
3,2017,childhood asthma,18-64,-0.082724,0.293656
3,2017,childhood asthma,65+,0.009326,0.126011
3,2017,childhood asthma,total,2.260761,0.345763
3,2017,chronic obstructive pulmonary disease,0-5,0,0
3,2017,chronic obstructive pulmonary disease,06-17,0,0
3,2017,chronic obstructive pulmonary disease,18-64,186.550999,7.276119
3,2017,chronic obstructive pulmonary disease,65+,89.301467,6.85988
3,2017,chronic obstructive pulmonary disease,total,275.852466,9.999993
3,2017,coronary heart disease,0-5,0,0
3,2017,coronary heart disease,06-17,0,0
3,2017,coronary heart disease,18-64,3.02835,0.221968
3,2017,coronary heart disease,65+,4.380389,0.302208
3,2017,coronary heart disease,total,7.40874,0.374966
3,2017,lung cancer,0-5,0,0
3,2017,lung cancer,06-17,0.00171,0.012093
3,2017,lung cancer,18-64,3.02434,0.781528
3,2017,lung cancer,65+,5.545613,1.259192
3,2017,lung cancer,total,8.571664,1.482059
3,2017,stroke,0-5,0.002399,0.008651
3,2017,stroke,06-17,0.002438,0.02123
3,2017,stroke,18-64,0.288603,0.113931
3,2017,stroke,65+,0.98423,0.164243
3,2017,stroke,total,1.27767,0.201201
3,2017,total,total,295.371302,10.12408
3,2018,childhood asthma,0-5,0.039189,0.052079
3,2018,childhood asthma,06-17,3.423796,0.12268
3,2018,childhood asthma,18-64,-0.009485,0.297532
3,2018,childhood asthma,65+,0.003536,0.128396
3,2018,childhood asthma,total,3.457036,0.350391
3,2018,chronic obstructive pulmonary disease,0-5,0,0
3,2018,chronic obstructive pulmonary disease,06-17,0,0
3,2018,chronic obstructive pulmonary disease,18-64,258.485061,7.493001
3,2018,chronic obstructive pulmonary disease,65+,123.243326,6.994178
3,2018,chronic obstructive pulmonary disease,total,381.728387,10.250053
3,2018,coronary heart disease,0-5,0,0
3,2018,coronary heart disease,06-17,0,0
3,2018,coronary heart disease,18-64,4.340519,0.22696
3,2018,coronary heart disease,65+,6.351238,0.305501
3,2018,coronary heart disease,total,10.691758,0.380581
3,2018,lung cancer,0-5,0,0
3,2018,lung cancer,06-17,0.010549,0.01541
3,2018,lung cancer,18-64,3.936988,0.823089
3,2018,lung cancer,65+,6.916196,1.305603
3,2018,lung cancer,total,10.863732,1.543474
3,2018,stroke,0-5,-0.001753,0.008683
3,2018,stroke,06-17,-0.000149,0.021507
3,2018,stroke,18-64,0.526727,0.116761
3,2018,stroke,65+,1.414566,0.166642
3,2018,stroke,total,1.939392,0.204795
3,2018,total,total,408.680305,10.380533
3,2019,childhood asthma,0-5,0.039156,0.052038
3,2019,childhood asthma,06-17,4.475797,0.12414
3,2019,childhood asthma,18-64,0.170765,0.301408
3,2019,childhood asthma,65+,-0.030229,0.131122
3,2019,childhood asthma,total,4.65549,0.355188
3,2019,chronic obstructive pulmonary disease,0-5,0,0
3,2019,chronic obstructive pulmonary disease,06-17,0,0
3,2019,chronic obstructive pulmonary disease,18-64,318.958149,7.705287
3,2019,chronic obstructive pulmonary disease,65+,158.198538,7.142628
3,2019,chronic obstructive pulmonary disease,total,477.156689,10.506597
3,2019,coronary heart disease,0-5,0,0
3,2019,coronary heart disease,06-17,0,0
3,2019,coronary heart disease,18-64,5.681871,0.231868
3,2019,coronary heart disease,65+,8.14215,0.309932
3,2019,coronary heart disease,total,13.824021,0.387066
3,2019,lung cancer,0-5,0,0
3,2019,lung cancer,06-17,0.003613,0.015829
3,2019,lung cancer,18-64,4.857992,0.858491
3,2019,lung cancer,65+,8.669301,1.348798
3,2019,lung cancer,total,13.530908,1.598911
3,2019,stroke,0-5,-0.00392,0.008655
3,2019,stroke,06-17,0.002617,0.021787
3,2019,stroke,18-64,0.727902,0.119547
3,2019,stroke,65+,1.724708,0.169624
3,2019,stroke,total,2.451307,0.208839
3,2019,total,total,511.618414,10.642588
3,2020,childhood asthma,0-5,0.0219,0.051895
3,2020,childhood asthma,06-17,5.383999,0.125528
3,2020,childhood asthma,18-64,0.455768,0.305141
3,2020,childhood asthma,65+,-0.056255,0.134137
3,2020,childhood asthma,total,5.805412,0.359938
3,2020,chronic obstructive pulmonary disease,0-5,0,0
3,2020,chronic obstructive pulmonary disease,06-17,0,0
3,2020,chronic obstructive pulmonary disease,18-64,371.992398,7.918956
3,2020,chronic obstructive pulmonary disease,65+,189.797913,7.305827
3,2020,chronic obstructive pulmonary disease,total,561.790311,10.774275
3,2020,coronary heart disease,0-5,0,0
3,2020,coronary heart disease,06-17,0,0
3,2020,coronary heart disease,18-64,6.882586,0.236724
3,2020,coronary heart disease,65+,9.827358,0.314734
3,2020,coronary heart disease,total,16.709944,0.393822
3,2020,lung cancer,0-5,0,0
3,2020,lung cancer,06-17,0.009275,0.018169
3,2020,lung cancer,18-64,5.209857,0.889615
3,2020,lung cancer,65+,9.051842,1.389499
3,2020,lung cancer,total,14.270974,1.649986
3,2020,stroke,0-5,-0.001654,0.0087
3,2020,stroke,06-17,-0.005454,0.02204
3,2020,stroke,18-64,0.945182,0.122334
3,2020,stroke,65+,2.030495,0.172939
3,2020,stroke,total,2.968568,0.213154
3,2020,total,total,601.54521,10.915013
3,2021,childhood asthma,0-5,0.003106,0.052303
3,2021,childhood asthma,06-17,6.283132,0.127591
3,2021,childhood asthma,18-64,0.707205,0.308861
3,2021,childhood asthma,65+,-0.08571,0.137679
3,2021,childhood asthma,total,6.907733,0.365193
3,2021,chronic obstructive pulmonary disease,0-5,0,0
3,2021,chronic obstructive pulmonary disease,06-17,0,0
3,2021,chronic obstructive pulmonary disease,18-64,419.979493,8.14861
3,2021,chronic obstructive pulmonary disease,65+,218.712677,7.488675
3,2021,chronic obstructive pulmonary disease,total,638.69217,11.067072
3,2021,coronary heart disease,0-5,0,0
3,2021,coronary heart disease,06-17,0,0
3,2021,coronary heart disease,18-64,8.03407,0.24201
3,2021,coronary heart disease,65+,11.618787,0.320645
3,2021,coronary heart disease,total,19.652857,0.401723
3,2021,lung cancer,0-5,0,0
3,2021,lung cancer,06-17,0.003821,0.016709
3,2021,lung cancer,18-64,5.610301,0.920752
3,2021,lung cancer,65+,9.075316,1.432236
3,2021,lung cancer,total,14.689438,1.702752
3,2021,stroke,0-5,-0.001763,0.008905
3,2021,stroke,06-17,0.007943,0.022574
3,2021,stroke,18-64,1.13395,0.125272
3,2021,stroke,65+,2.377677,0.176727
3,2021,stroke,total,3.517806,0.217978
3,2021,total,total,683.460005,11.212569
3,2022,childhood asthma,0-5,-0.007221,0.051557
3,2022,childhood asthma,06-17,7.122114,0.13008
3,2022,childhood asthma,18-64,1.056072,0.312901
3,2022,childhood asthma,65+,-0.127736,0.141489
3,2022,childhood asthma,total,8.043228,0.370817
3,2022,chronic obstructive pulmonary disease,0-5,0,0
3,2022,chronic obstructive pulmonary disease,06-17,0,0
3,2022,chronic obstructive pulmonary disease,18-64,461.902943,8.403341
3,2022,chronic obstructive pulmonary disease,65+,251.519559,7.681052
3,2022,chronic obstructive pulmonary disease,total,713.422502,11.384846
3,2022,coronary heart disease,0-5,0,0
3,2022,coronary heart disease,06-17,0,0
3,2022,coronary heart disease,18-64,9.131093,0.248126
3,2022,coronary heart disease,65+,13.248307,0.327508
3,2022,coronary heart disease,total,22.3794,0.410887
3,2022,lung cancer,0-5,0,0
3,2022,lung cancer,06-17,-0.005873,0.017624
3,2022,lung cancer,18-64,5.520588,0.956011
3,2022,lung cancer,65+,10.415969,1.478912
3,2022,lung cancer,total,15.930684,1.761092
3,2022,stroke,0-5,0.000967,0.008762
3,2022,stroke,06-17,0.006323,0.023097
3,2022,stroke,18-64,1.315243,0.128582
3,2022,stroke,65+,2.652258,0.181212
3,2022,stroke,total,3.974791,0.223565
3,2022,total,total,763.750605,11.535704
3,2023,childhood asthma,0-5,-0.030425,0.051133
3,2023,childhood asthma,06-17,7.853674,0.131979
3,2023,childhood asthma,18-64,1.4964,0.31707
3,2023,childhood asthma,65+,-0.161577,0.145512
3,2023,childhood asthma,total,9.158073,0.376483
3,2023,chronic obstructive pulmonary disease,0-5,0,0
3,2023,chronic obstructive pulmonary disease,06-17,0,0
3,2023,chronic obstructive pulmonary disease,18-64,494.315351,8.657753
3,2023,chronic obstructive pulmonary disease,65+,279.309649,7.886961
3,2023,chronic obstructive pulmonary disease,total,773.625,11.711569
3,2023,coronary heart disease,0-5,0,0
3,2023,coronary heart disease,06-17,0,0
3,2023,coronary heart disease,18-64,10.210529,0.254386
3,2023,coronary heart disease,65+,14.908991,0.334731
3,2023,coronary heart disease,total,25.119518,0.420425
3,2023,lung cancer,0-5,0,0
3,2023,lung cancer,06-17,0.012132,0.017701
3,2023,lung cancer,18-64,6.184611,0.993746
3,2023,lung cancer,65+,11.493977,1.523712
3,2023,lung cancer,total,17.69072,1.819215
3,2023,stroke,0-5,-0.001283,0.008608
3,2023,stroke,06-17,0.010941,0.023674
3,2023,stroke,18-64,1.485271,0.132021
3,2023,stroke,65+,2.945847,0.185871
3,2023,stroke,total,4.440776,0.229373
3,2023,total,total,830.034086,11.867666
3,2024,childhood asthma,0-5,-0.044285,0.050817
3,2024,childhood asthma,06-17,8.394095,0.133932
3,2024,childhood asthma,18-64,2.020931,0.321266
3,2024,childhood asthma,65+,-0.216874,0.150244
3,2024,childhood asthma,total,10.153867,0.3825
3,2024,chronic obstructive pulmonary disease,0-5,0,0
3,2024,chronic obstructive pulmonary disease,06-17,0,0
3,2024,chronic obstructive pulmonary disease,18-64,527.6879,8.932051
3,2024,chronic obstructive pulmonary disease,65+,312.699002,8.120325
3,2024,chronic obstructive pulmonary disease,total,840.386902,12.071505
3,2024,coronary heart disease,0-5,0,0
3,2024,coronary heart disease,06-17,0,0
3,2024,coronary heart disease,18-64,11.340133,0.260893
3,2024,coronary heart disease,65+,16.484159,0.34301
3,2024,coronary heart disease,total,27.824293,0.430953
3,2024,lung cancer,0-5,0,0
3,2024,lung cancer,06-17,0.004179,0.016309
3,2024,lung cancer,18-64,6.801413,1.027356
3,2024,lung cancer,65+,11.890785,1.571909
3,2024,lung cancer,total,18.696377,1.877931
3,2024,stroke,0-5,0.000675,0.008495
3,2024,stroke,06-17,0.004081,0.024023
3,2024,stroke,18-64,1.657289,0.135552
3,2024,stroke,65+,3.308837,0.191237
3,2024,stroke,total,4.970883,0.235786
3,2024,total,total,902.03232,12.232558
3,2025,childhood asthma,0-5,-0.004014,0.050387
3,2025,childhood asthma,06-17,8.755828,0.135485
3,2025,childhood asthma,18-64,2.733996,0.325569
3,2025,childhood asthma,65+,-0.281021,0.155251
3,2025,childhood asthma,total,11.204789,0.388578
3,2025,chronic obstructive pulmonary disease,0-5,0,0
3,2025,chronic obstructive pulmonary disease,06-17,0,0
3,2025,chronic obstructive pulmonary disease,18-64,547.63964,9.193785
3,2025,chronic obstructive pulmonary disease,65+,348.661434,8.376616
3,2025,chronic obstructive pulmonary disease,total,896.301074,12.437578
3,2025,coronary heart disease,0-5,0,0
3,2025,coronary heart disease,06-17,0,0
3,2025,coronary heart disease,18-64,12.329941,0.266863
3,2025,coronary heart disease,65+,18.079366,0.351741
3,2025,coronary heart disease,total,30.409307,0.441518
3,2025,lung cancer,0-5,0,0
3,2025,lung cancer,06-17,-0.002121,0.016264
3,2025,lung cancer,18-64,6.474527,1.061734
3,2025,lung cancer,65+,12.514995,1.630591
3,2025,lung cancer,total,18.987401,1.94586
3,2025,stroke,0-5,-0.00036,0.008375
3,2025,stroke,06-17,-0.002429,0.024418
3,2025,stroke,18-64,1.810385,0.139059
3,2025,stroke,65+,3.518595,0.196824
3,2025,stroke,total,5.326191,0.24237
3,2025,total,total,962.228761,12.604936
3,2026,childhood asthma,0-5,0.026647,0.049937
3,2026,childhood asthma,06-17,8.929617,0.136715
3,2026,childhood asthma,18-64,3.634405,0.329915
3,2026,childhood asthma,65+,-0.329299,0.160648
3,2026,childhood asthma,total,12.261369,0.394762
3,2026,chronic obstructive pulmonary disease,0-5,0,0
3,2026,chronic obstructive pulmonary disease,06-17,0,0
3,2026,chronic obstructive pulmonary disease,18-64,566.660513,9.435311
3,2026,chronic obstructive pulmonary disease,65+,385.586356,8.668805
3,2026,chronic obstructive pulmonary disease,total,952.246869,12.813012
3,2026,coronary heart disease,0-5,0,0
3,2026,coronary heart disease,06-17,0,0
3,2026,coronary heart disease,18-64,13.226442,0.272817
3,2026,coronary heart disease,65+,19.673239,0.359564
3,2026,coronary heart disease,total,32.899682,0.451348
3,2026,lung cancer,0-5,0,0
3,2026,lung cancer,06-17,0.002238,0.017836
3,2026,lung cancer,18-64,6.412459,1.094583
3,2026,lung cancer,65+,13.951649,1.685232
3,2026,lung cancer,total,20.366346,2.009587
3,2026,stroke,0-5,-0.002455,0.008325
3,2026,stroke,06-17,0.007097,0.0246
3,2026,stroke,18-64,1.953321,0.142554
3,2026,stroke,65+,3.759481,0.202282
3,2026,stroke,total,5.717443,0.248825
3,2026,total,total,1023.491709,12.985884
3,2027,childhood asthma,0-5,0.034058,0.049656
3,2027,childhood asthma,06-17,9.05784,0.138171
3,2027,childhood asthma,18-64,4.6263,0.334001
3,2027,childhood asthma,65+,-0.404632,0.166386
3,2027,childhood asthma,total,13.313566,0.400997
3,2027,chronic obstructive pulmonary disease,0-5,0,0
3,2027,chronic obstructive pulmonary disease,06-17,0,0
3,2027,chronic obstructive pulmonary disease,18-64,585.290181,9.676126
3,2027,chronic obstructive pulmonary disease,65+,418.128006,8.983616
3,2027,chronic obstructive pulmonary disease,total,1003.418186,13.203513
3,2027,coronary heart disease,0-5,0,0
3,2027,coronary heart disease,06-17,0,0
3,2027,coronary heart disease,18-64,14.018672,0.278742
3,2027,coronary heart disease,65+,21.355996,0.368297
3,2027,coronary heart disease,total,35.374668,0.461888
3,2027,lung cancer,0-5,0,0
3,2027,lung cancer,06-17,-0.015865,0.020408
3,2027,lung cancer,18-64,6.028709,1.125565
3,2027,lung cancer,65+,15.63618,1.748907
3,2027,lung cancer,total,21.649025,2.079902
3,2027,stroke,0-5,-0.005197,0.008218
3,2027,stroke,06-17,0.015427,0.024913
3,2027,stroke,18-64,2.138755,0.146021
3,2027,stroke,65+,4.036448,0.20844
3,2027,stroke,total,6.185433,0.255847
3,2027,total,total,1079.940878,13.382763
3,2028,childhood asthma,0-5,0.008045,0.049541
3,2028,childhood asthma,06-17,8.942271,0.138837
3,2028,childhood asthma,18-64,5.909794,0.338189
3,2028,childhood asthma,65+,-0.435994,0.172592
3,2028,childhood asthma,total,14.424115,0.407295
3,2028,chronic obstructive pulmonary disease,0-5,0,0
3,2028,chronic obstructive pulmonary disease,06-17,0,0
3,2028,chronic obstructive pulmonary disease,18-64,601.48267,9.914519
3,2028,chronic obstructive pulmonary disease,65+,452.045119,9.324727
3,2028,chronic obstructive pulmonary disease,total,1053.527788,13.610593
3,2028,coronary heart disease,0-5,0,0
3,2028,coronary heart disease,06-17,0,0
3,2028,coronary heart disease,18-64,14.76411,0.284455
3,2028,coronary heart disease,65+,22.957608,0.378036
3,2028,coronary heart disease,total,37.721719,0.473102
3,2028,lung cancer,0-5,0,0
3,2028,lung cancer,06-17,0.002395,0.021026
3,2028,lung cancer,18-64,6.91959,1.157829
3,2028,lung cancer,65+,15.045728,1.81405
3,2028,lung cancer,total,21.967714,2.15216
3,2028,stroke,0-5,-0.005009,0.008405
3,2028,stroke,06-17,0.012856,0.024982
3,2028,stroke,18-64,2.351891,0.149349
3,2028,stroke,65+,4.312887,0.215009
3,2028,stroke,total,6.672625,0.263113
3,2028,total,total,1134.313961,13.796339
3,2029,childhood asthma,0-5,-0.000538,0.049453
3,2029,childhood asthma,06-17,8.861212,0.139971
3,2029,childhood asthma,18-64,7.062827,0.341899
3,2029,childhood asthma,65+,-0.490377,0.17888
3,2029,childhood asthma,total,15.433124,0.413437
3,2029,chronic obstructive pulmonary disease,0-5,0,0
3,2029,chronic obstructive pulmonary disease,06-17,0,0
3,2029,chronic obstructive pulmonary disease,18-64,615.106651,10.119147
3,2029,chronic obstructive pulmonary disease,65+,483.856119,9.66707
3,2029,chronic obstructive pulmonary disease,total,1098.962769,13.99462
3,2029,coronary heart disease,0-5,0,0
3,2029,coronary heart disease,06-17,0,0
3,2029,coronary heart disease,18-64,15.529097,0.28987
3,2029,coronary heart disease,65+,24.501379,0.387994
3,2029,coronary heart disease,total,40.030476,0.484318
3,2029,lung cancer,0-5,0,0
3,2029,lung cancer,06-17,0.012076,0.015665
3,2029,lung cancer,18-64,7.023335,1.189832
3,2029,lung cancer,65+,14.089404,1.879061
3,2029,lung cancer,total,21.124815,2.224143
3,2029,stroke,0-5,-0.002961,0.008312
3,2029,stroke,06-17,0.007706,0.025245
3,2029,stroke,18-64,2.496933,0.152418
3,2029,stroke,65+,4.55418,0.221822
3,2029,stroke,total,7.055857,0.270449
3,2029,total,total,1182.607042,14.187137
3,2030,childhood asthma,0-5,0.012436,0.04959
3,2030,childhood asthma,06-17,8.623208,0.139778
3,2030,childhood asthma,18-64,8.310499,0.34593
3,2030,childhood asthma,65+,-0.514625,0.185673
3,2030,childhood asthma,total,16.431518,0.419689
3,2030,chronic obstructive pulmonary disease,0-5,0,0
3,2030,chronic obstructive pulmonary disease,06-17,0,0
3,2030,chronic obstructive pulmonary disease,18-64,626.074909,10.326279
3,2030,chronic obstructive pulmonary disease,65+,515.626045,10.055001
3,2030,chronic obstructive pulmonary disease,total,1141.700956,14.413017
3,2030,coronary heart disease,0-5,0,0
3,2030,coronary heart disease,06-17,0,0
3,2030,coronary heart disease,18-64,16.207011,0.294665
3,2030,coronary heart disease,65+,26.227561,0.399479
3,2030,coronary heart disease,total,42.434571,0.496398
3,2030,lung cancer,0-5,0,0
3,2030,lung cancer,06-17,0.007497,0.020036
3,2030,lung cancer,18-64,6.356199,1.215779
3,2030,lung cancer,65+,15.32739,1.950425
3,2030,lung cancer,total,21.691086,2.298407
3,2030,stroke,0-5,-0.002244,0.008299
3,2030,stroke,06-17,0.008428,0.025274
3,2030,stroke,18-64,2.604669,0.155393
3,2030,stroke,65+,4.826639,0.22928
3,2030,stroke,total,7.437493,0.278251
3,2030,total,total,1229.695624,14.612245
3,2031,childhood asthma,0-5,0.040238,0.049754
3,2031,childhood asthma,06-17,8.446761,0.139833
3,2031,childhood asthma,18-64,9.573947,0.349669
3,2031,childhood asthma,65+,-0.603756,0.192497
3,2031,childhood asthma,total,17.457189,0.425854
3,2031,chronic obstructive pulmonary disease,0-5,0,0
3,2031,chronic obstructive pulmonary disease,06-17,0,0
3,2031,chronic obstructive pulmonary disease,18-64,640.945586,10.537702
3,2031,chronic obstructive pulmonary disease,65+,541.992543,10.427548
3,2031,chronic obstructive pulmonary disease,total,1182.938128,14.824875
3,2031,coronary heart disease,0-5,0,0
3,2031,coronary heart disease,06-17,0,0
3,2031,coronary heart disease,18-64,16.936579,0.299694
3,2031,coronary heart disease,65+,28.067432,0.411946
3,2031,coronary heart disease,total,45.004012,0.509427
3,2031,lung cancer,0-5,0,0
